"Registered" "Date" "Year" "Month" "Day" "Hour" "Holiday" "WorkDay" "Weather" "Temp" "TempFeel" "Humidity" "Windspeed" "Casual"
"13855" 282 "2012-08-05" "2012" 8 0 11 0 0 1 0.82 0.7879 0.56 0.4179 155
"3554" 59 "2011-06-01" "2011" 6 3 23 0 1 1 0.74 0.6667 0.51 0.1642 10
"5440" 169 "2011-08-19" "2011" 8 5 13 0 1 2 0.76 0.7121 0.62 0.194 63
"14159" 23 "2012-08-18" "2012" 8 6 3 0 0 1 0.62 0.5606 0.88 0.194 7
"14472" 7 "2012-08-31" "2012" 8 5 4 0 1 1 0.64 0.5758 0.89 0.1343 0
"15635" 284 "2012-10-18" "2012" 10 4 15 0 1 2 0.6 0.6061 0.6 0.194 69
"15546" 87 "2012-10-14" "2012" 10 0 22 0 0 1 0.56 0.5303 0.73 0.3881 38
"46" 9 "2011-01-02" "2011" 1 0 22 0 0 1 0.24 0.2121 0.44 0.2985 0
"6297" 143 "2011-09-24" "2011" 9 6 22 0 0 2 0.62 0.5606 0.88 0 50
"6258" 240 "2011-09-23" "2011" 9 5 7 0 1 3 0.62 0.5455 0.94 0.1343 14
"11579" 204 "2012-05-02" "2012" 5 3 15 0 1 1 0.64 0.6061 0.65 0.194 52
"6812" 151 "2011-10-16" "2011" 10 0 9 0 0 1 0.5 0.4848 0.45 0.2239 39
"16777" 360 "2012-12-06" "2012" 12 4 19 0 1 1 0.26 0.2576 0.6 0.194 13
"7111" 69 "2011-10-28" "2011" 10 5 21 0 1 3 0.32 0.3182 0.7 0.1642 5
"12067" 91 "2012-05-22" "2012" 5 2 23 0 1 1 0.62 0.5909 0.73 0.1045 14
"14714" 172 "2012-09-10" "2012" 9 1 6 0 1 1 0.5 0.4848 0.72 0.1343 8
"5730" 7 "2011-09-01" "2011" 9 4 4 0 1 1 0.56 0.5303 0.83 0.0896 0
"1183" 40 "2011-02-22" "2011" 2 2 7 0 1 2 0.12 0.1212 0.8 0.2836 0
"4989" 213 "2011-07-31" "2011" 7 0 18 0 0 1 0.86 0.7879 0.41 0.2836 91
"7652" 183 "2011-11-20" "2011" 11 0 10 0 0 2 0.44 0.4394 0.72 0.1045 46
"2546" 79 "2011-04-20" "2011" 4 3 23 0 1 1 0.6 0.6212 0.4 0.3284 14
"14627" 228 "2012-09-06" "2012" 9 4 15 0 1 1 0.74 0.697 0.66 0.194 42
"12836" 132 "2012-06-24" "2012" 6 0 0 0 0 1 0.7 0.6515 0.51 0 31
"11847" 232 "2012-05-13" "2012" 5 0 19 0 0 2 0.66 0.6212 0.5 0.4179 107
"4644" 110 "2011-07-17" "2011" 7 0 9 0 0 1 0.72 0.6667 0.58 0.2239 74
"13229" 284 "2012-07-10" "2012" 7 2 9 0 1 1 0.74 0.697 0.66 0.1343 47
"2984" 23 "2011-05-09" "2011" 5 1 5 0 1 1 0.42 0.4242 0.77 0.1642 0
"14573" 293 "2012-09-04" "2012" 9 2 9 0 1 2 0.72 0.697 0.79 0.2239 30
"6336" 139 "2011-09-26" "2011" 9 1 13 0 1 2 0.7 0.6667 0.74 0.1642 48
"16231" 20 "2012-11-14" "2012" 11 3 0 0 1 1 0.26 0.2424 0.56 0.2836 4
"5614" 235 "2011-08-26" "2011" 8 5 19 0 1 1 0.72 0.697 0.79 0.1045 55
"12219" 431 "2012-05-29" "2012" 5 2 7 0 1 1 0.66 0.6061 0.78 0.2239 19
"8550" 24 "2011-12-27" "2011" 12 2 23 0 1 1 0.3 0.303 0.93 0.1343 2
"12421" 652 "2012-06-06" "2012" 6 3 17 0 1 1 0.62 0.6212 0.43 0.1343 72
"9785" 180 "2012-02-17" "2012" 2 5 15 0 1 1 0.42 0.4242 0.35 0.4179 41
"14712" 4 "2012-09-10" "2012" 9 1 4 0 1 1 0.52 0.5 0.68 0.2836 1
"16047" 378 "2012-11-06" "2012" 11 2 7 0 1 1 0.2 0.2121 0.69 0.1642 9
"12356" 38 "2012-06-04" "2012" 6 1 0 0 1 1 0.58 0.5455 0.53 0 11
"10493" 25 "2012-03-18" "2012" 3 0 7 0 0 3 0.42 0.4242 0.88 0.1642 17
"6125" 234 "2011-09-17" "2011" 9 6 18 0 0 2 0.52 0.5 0.72 0.2239 95
"8175" 63 "2011-12-12" "2011" 12 1 6 0 1 1 0.16 0.1818 0.8 0.1045 1
"6840" 156 "2011-10-17" "2011" 10 1 13 0 1 1 0.56 0.5303 0.46 0.0896 49
"6381" 109 "2011-09-28" "2011" 9 3 10 0 1 2 0.62 0.5455 0.94 0 20
"12004" 120 "2012-05-20" "2012" 5 0 8 0 0 1 0.56 0.5303 0.56 0.1642 51
"5184" 156 "2011-08-08" "2011" 8 1 21 0 1 1 0.76 0.7121 0.58 0.0896 30
"8890" 72 "2012-01-11" "2012" 1 3 6 0 1 1 0.2 0.2121 0.86 0.1343 2
"15669" 93 "2012-10-20" "2012" 10 6 1 0 0 1 0.46 0.4545 0.72 0.1343 2
"8544" 109 "2011-12-27" "2011" 12 2 17 0 1 3 0.4 0.4091 0.87 0.1343 6
"7997" 116 "2011-12-04" "2011" 12 0 20 0 0 1 0.36 0.3485 0.76 0.1343 8
"3667" 233 "2011-06-06" "2011" 6 1 16 0 1 1 0.76 0.6667 0.33 0.1343 34
"2551" 4 "2011-04-21" "2011" 4 4 4 0 1 2 0.44 0.4394 0.54 0.4478 2
"16198" 280 "2012-11-12" "2012" 11 1 15 1 0 1 0.56 0.5303 0.64 0.2537 102
"1528" 9 "2011-03-09" "2011" 3 3 0 0 1 1 0.26 0.2879 0.65 0.0896 0
"16559" 252 "2012-11-27" "2012" 11 2 16 0 1 2 0.3 0.2727 0.75 0.2985 5
"10993" 7 "2012-04-08" "2012" 4 0 4 0 0 1 0.4 0.4091 0.4 0 0
"13718" 735 "2012-07-30" "2012" 7 1 18 0 1 1 0.76 0.7121 0.58 0.4179 77
"13073" 160 "2012-07-03" "2012" 7 2 21 0 1 2 0.7 0.6515 0.7 0.2836 36
"1883" 8 "2011-03-24" "2011" 3 4 5 0 1 2 0.28 0.2727 0.93 0.2239 1
"15898" 7 "2012-10-31" "2012" 10 3 2 0 1 2 0.3 0.303 0.81 0.1343 0
"15540" 378 "2012-10-14" "2012" 10 0 16 0 0 1 0.64 0.6212 0.41 0.2985 203
"17281" 51 "2012-12-27" "2012" 12 4 21 0 1 2 0.24 0.2273 0.6 0.2537 12
"5295" 246 "2011-08-13" "2011" 8 6 12 0 0 2 0.66 0.5909 0.89 0.1642 175
"11803" 142 "2012-05-11" "2012" 5 5 23 0 1 1 0.54 0.5152 0.37 0.194 38
"4446" 23 "2011-07-09" "2011" 7 6 3 0 0 1 0.64 0.5758 0.89 0.1343 7
"16011" 203 "2012-11-04" "2012" 11 0 19 0 0 1 0.36 0.3333 0.43 0.2537 24
"10426" 206 "2012-03-15" "2012" 3 4 12 0 1 2 0.62 0.6212 0.5 0.1343 59
"1953" 14 "2011-03-27" "2011" 3 0 3 0 0 3 0.2 0.197 0.69 0.2239 0
"15382" 12 "2012-10-08" "2012" 10 1 2 1 0 1 0.34 0.3333 0.81 0.194 3
"3447" 213 "2011-05-28" "2011" 5 6 12 0 0 1 0.72 0.6667 0.58 0.2537 145
"10230" 332 "2012-03-07" "2012" 3 3 7 0 1 1 0.26 0.2273 0.65 0.3881 12
"13598" 787 "2012-07-25" "2012" 7 3 18 0 1 1 0.8 0.697 0.27 0.1343 104
"7645" 31 "2011-11-20" "2011" 11 0 3 0 0 2 0.4 0.4091 0.66 0.2836 6
"4343" 191 "2011-07-04" "2011" 7 1 20 1 0 2 0.76 0.697 0.55 0.1045 195
"1730" 265 "2011-03-17" "2011" 3 4 17 0 1 1 0.5 0.4848 0.42 0.194 48
"7447" 79 "2011-11-11" "2011" 11 5 21 1 0 1 0.3 0.303 0.45 0.1642 4
"1589" 95 "2011-03-11" "2011" 3 5 16 0 1 2 0.34 0.303 0.49 0.2985 18
"13877" 248 "2012-08-06" "2012" 8 1 9 0 1 3 0.7 0.6667 0.79 0.1642 28
"6811" 71 "2011-10-16" "2011" 10 0 8 0 0 1 0.44 0.4394 0.62 0.194 28
"13945" 37 "2012-08-09" "2012" 8 4 5 0 1 2 0.66 0.5909 0.94 0 4
"13454" 684 "2012-07-19" "2012" 7 4 18 0 1 1 0.86 0.7879 0.41 0.194 93
"1395" 135 "2011-03-03" "2011" 3 4 9 0 1 1 0.16 0.1364 0.37 0.2836 10
"8843" 85 "2012-01-09" "2012" 1 1 6 0 1 2 0.22 0.2273 0.6 0.1343 3
"6380" 141 "2011-09-28" "2011" 9 3 9 0 1 3 0.62 0.5455 0.94 0.2239 14
"3493" 153 "2011-05-30" "2011" 5 1 10 1 0 1 0.8 0.7576 0.55 0.2537 116
"14188" 90 "2012-08-19" "2012" 8 0 8 0 0 2 0.64 0.6061 0.69 0.1045 34
"12179" 245 "2012-05-27" "2012" 5 0 15 0 0 1 0.78 0.7121 0.52 0.2836 290
"4313" 150 "2011-07-03" "2011" 7 0 14 0 0 1 0.82 0.7879 0.56 0.2537 225
"15358" 64 "2012-10-07" "2012" 10 0 2 0 0 1 0.42 0.4242 0.62 0.1343 10
"4048" 113 "2011-06-22" "2011" 6 3 13 0 1 2 0.82 0.7879 0.56 0.2537 34
"6859" 474 "2011-10-18" "2011" 10 2 8 0 1 1 0.5 0.4848 0.77 0.0896 25
"3881" 128 "2011-06-15" "2011" 6 3 14 0 1 1 0.74 0.6515 0.28 0 50
"2319" 97 "2011-04-11" "2011" 4 1 12 0 1 2 0.6 0.5909 0.73 0.3284 37
"6736" 16 "2011-10-13" "2011" 10 4 5 0 1 2 0.54 0.5152 1 0.1045 1
"4792" 167 "2011-07-23" "2011" 7 6 13 0 0 1 0.94 0.8788 0.38 0.1642 78
"14462" 744 "2012-08-30" "2012" 8 4 18 0 1 1 0.8 0.7121 0.38 0.1343 109
"15835" 159 "2012-10-26" "2012" 10 5 23 0 1 1 0.52 0.5 0.83 0.1642 19
"13538" 148 "2012-07-23" "2012" 7 1 6 0 1 2 0.68 0.6364 0.89 0.0896 9
"11382" 129 "2012-04-24" "2012" 4 2 10 0 1 1 0.42 0.4242 0.47 0.2985 33
"14411" 258 "2012-08-28" "2012" 8 2 15 0 1 1 0.82 0.7273 0.34 0.2985 59
"1947" 36 "2011-03-26" "2011" 3 6 21 0 0 2 0.26 0.2576 0.44 0.194 15
"3056" 27 "2011-05-12" "2011" 5 4 5 0 1 1 0.42 0.4242 0.94 0.1343 2
"12553" 28 "2012-06-12" "2012" 6 2 5 0 1 3 0.6 0.5455 0.88 0.1343 1
"5031" 112 "2011-08-02" "2011" 8 2 12 0 1 1 0.86 0.7424 0.3 0.2836 45
"8163" 151 "2011-12-11" "2011" 12 0 18 0 0 1 0.24 0.2273 0.48 0.194 12
"16261" 146 "2012-11-15" "2012" 11 4 6 0 1 2 0.3 0.2879 0.65 0.2537 1
"9966" 12 "2012-02-25" "2012" 2 6 6 0 0 2 0.3 0.2727 0.42 0.2985 1
"1133" 42 "2011-02-19" "2011" 2 6 22 0 0 1 0.3 0.2576 0.28 0.4925 2
"2297" 142 "2011-04-10" "2011" 4 0 13 0 0 1 0.46 0.4545 0.82 0.1045 121
"12801" 228 "2012-06-22" "2012" 6 5 13 0 1 1 0.88 0.803 0.39 0.2239 72
"14779" 111 "2012-09-12" "2012" 9 3 23 0 1 1 0.56 0.5303 0.68 0.1045 16
"13179" 33 "2012-07-08" "2012" 7 0 7 0 0 1 0.8 0.803 0.66 0 19
"4656" 148 "2011-07-17" "2011" 7 0 21 0 0 1 0.74 0.6818 0.62 0.2239 59
"9776" 70 "2012-02-17" "2012" 2 5 6 0 1 2 0.28 0.2879 0.96 0.1343 1
"1459" 27 "2011-03-06" "2011" 3 0 1 0 0 2 0.42 0.4242 0.77 0.2836 12
"14823" 496 "2012-09-14" "2012" 9 5 19 0 1 1 0.68 0.6364 0.57 0.1642 83
"6936" 131 "2011-10-21" "2011" 10 5 14 0 1 1 0.52 0.5 0.42 0.2985 67
"9534" 3 "2012-02-07" "2012" 2 2 4 0 1 2 0.3 0.3333 0.7 0 0
"2690" 71 "2011-04-26" "2011" 4 2 23 0 1 2 0.6 0.5606 0.83 0.2239 7
"8600" 10 "2011-12-30" "2011" 12 5 2 0 1 1 0.24 0.2576 0.7 0.1045 2
"9376" 171 "2012-01-31" "2012" 1 2 13 0 1 1 0.46 0.4545 0.36 0.2239 27
"11755" 47 "2012-05-09" "2012" 5 3 23 0 1 3 0.48 0.4697 0.82 0.194 8
"14236" 696 "2012-08-21" "2012" 8 2 8 0 1 1 0.6 0.5758 0.78 0.1343 27
"1898" 110 "2011-03-24" "2011" 3 4 20 0 1 1 0.28 0.2576 0.61 0.2836 8
"6836" 180 "2011-10-17" "2011" 10 1 9 0 1 2 0.5 0.4848 0.45 0.2836 26
"17373" 150 "2012-12-31" "2012" 12 1 17 0 1 2 0.26 0.2879 0.48 0.0896 14
"14469" 24 "2012-08-31" "2012" 8 5 1 0 1 1 0.68 0.6364 0.83 0.1642 8
"14675" 337 "2012-09-08" "2012" 9 6 15 0 0 3 0.56 0.5303 0.88 0.2537 175
"10630" 111 "2012-03-24" "2012" 3 6 0 0 0 1 0.58 0.5455 0.68 0 45
"5593" 126 "2011-08-25" "2011" 8 4 22 0 1 1 0.62 0.5758 0.83 0 21
"521" 45 "2011-01-23" "2011" 1 0 19 0 0 1 0.12 0.1212 0.3 0.2836 5
"10732" 111 "2012-03-28" "2012" 3 3 6 0 1 1 0.36 0.3333 0.46 0.3582 4
"213" 1 "2011-01-10" "2011" 1 1 3 0 1 1 0.12 0.1212 0.5 0.2239 0
"11426" 122 "2012-04-26" "2012" 4 4 6 0 1 2 0.48 0.4697 0.63 0.2537 5
"5783" 118 "2011-09-03" "2011" 9 6 9 0 0 2 0.66 0.6212 0.69 0.2537 83
"4267" 342 "2011-07-01" "2011" 7 5 16 0 1 1 0.82 0.697 0.17 0 85
"9151" 1 "2012-01-22" "2012" 1 0 4 0 0 3 0.16 0.1364 0.8 0.2836 1
"8510" 17 "2011-12-26" "2011" 12 1 7 1 0 1 0.32 0.3182 0.45 0.194 2
"2445" 32 "2011-04-16" "2011" 4 6 18 0 0 2 0.5 0.4848 0.94 0.3881 6
"11297" 252 "2012-04-20" "2012" 4 5 21 0 1 1 0.56 0.5303 0.68 0.1343 35
"7926" 154 "2011-12-01" "2011" 12 4 21 0 1 1 0.3 0.3182 0.61 0.1045 8
"13128" 4 "2012-07-06" "2012" 7 5 4 0 1 1 0.74 0.697 0.66 0.2239 2
"12738" 240 "2012-06-19" "2012" 6 2 22 0 1 1 0.72 0.697 0.79 0.0896 51
"4025" 108 "2011-06-21" "2011" 6 2 14 0 1 1 0.76 0.7121 0.62 0.2239 44
"16403" 10 "2012-11-21" "2012" 11 3 4 0 1 1 0.28 0.2879 0.87 0.1045 0
"11106" 143 "2012-04-12" "2012" 4 4 22 0 1 1 0.42 0.4242 0.35 0.194 15
"14609" 278 "2012-09-05" "2012" 9 3 21 0 1 1 0.72 0.697 0.79 0 18
"7763" 12 "2011-11-25" "2011" 11 5 1 0 1 1 0.34 0.3636 0.76 0 2
"1903" 5 "2011-03-25" "2011" 3 5 1 0 1 1 0.2 0.2121 0.69 0.1642 0
"8250" 274 "2011-12-15" "2011" 12 4 9 0 1 2 0.36 0.3333 0.62 0.2836 6
"14086" 7 "2012-08-15" "2012" 8 3 2 0 1 1 0.68 0.6364 0.65 0 1
"12045" 16 "2012-05-22" "2012" 5 2 1 0 1 2 0.58 0.5455 0.83 0.1343 11
"3423" 190 "2011-05-27" "2011" 5 5 12 0 1 2 0.76 0.697 0.55 0.2985 53
"8429" 33 "2011-12-22" "2011" 12 4 20 0 1 3 0.42 0.4242 0.71 0 0
"10648" 110 "2012-03-24" "2012" 3 6 18 0 0 3 0.46 0.4545 0.94 0.2239 27
"2977" 86 "2011-05-08" "2011" 5 0 22 0 0 1 0.5 0.4848 0.88 0.0896 29
"9855" 206 "2012-02-20" "2012" 2 1 14 1 0 1 0.32 0.3182 0.36 0.194 57
"13076" 140 "2012-07-04" "2012" 7 3 0 1 0 1 0.68 0.6364 0.79 0.0896 19
"4424" 24 "2011-07-08" "2011" 7 5 5 0 1 1 0.68 0.6364 0.79 0.2537 3
"7586" 187 "2011-11-17" "2011" 11 4 16 0 1 1 0.32 0.2879 0.39 0.4179 8
"6024" 136 "2011-09-13" "2011" 9 2 13 0 1 1 0.74 0.6667 0.51 0.2836 48
"6541" 2 "2011-10-05" "2011" 10 3 2 0 1 1 0.46 0.4545 0.82 0.1642 1
"2562" 166 "2011-04-21" "2011" 4 4 15 0 1 1 0.52 0.5 0.29 0.4179 69
"2186" 43 "2011-04-05" "2011" 4 2 22 0 1 1 0.32 0.303 0.49 0.2985 3
"12554" 130 "2012-06-12" "2012" 6 2 6 0 1 2 0.6 0.5455 0.88 0.1343 6
"2699" 413 "2011-04-27" "2011" 4 3 8 0 1 2 0.58 0.5455 0.88 0.3284 31
"2500" 2 "2011-04-19" "2011" 4 2 1 0 1 1 0.46 0.4545 0.63 0.2239 5
"2912" 16 "2011-05-06" "2011" 5 5 5 0 1 1 0.34 0.3485 0.81 0.1045 0
"3062" 136 "2011-05-12" "2011" 5 4 11 0 1 1 0.58 0.5455 0.6 0.2239 43
"6690" 333 "2011-10-11" "2011" 10 2 7 0 1 2 0.52 0.5 0.88 0.0896 19
"3736" 118 "2011-06-09" "2011" 6 4 13 0 1 1 0.9 0.8182 0.37 0.0896 18
"9912" 30 "2012-02-23" "2012" 2 4 0 0 1 2 0.44 0.4394 0.47 0.2537 12
"15548" 31 "2012-10-15" "2012" 10 1 0 0 1 2 0.56 0.5303 0.73 0.2537 17
"12128" 237 "2012-05-25" "2012" 5 5 12 0 1 1 0.72 0.6818 0.66 0.1045 84
"13463" 29 "2012-07-20" "2012" 7 5 3 0 1 2 0.66 0.5909 0.89 0.1045 7
"1050" 59 "2011-02-16" "2011" 2 3 11 0 1 1 0.34 0.303 0.34 0.2985 7
"14079" 533 "2012-08-14" "2012" 8 2 19 0 1 1 0.76 0.7273 0.66 0.194 94
"14533" 284 "2012-09-02" "2012" 9 0 17 0 0 1 0.76 0.7273 0.66 0.0896 219
"12584" 241 "2012-06-13" "2012" 6 3 12 0 1 2 0.68 0.6364 0.44 0.4179 93
"6952" 17 "2011-10-22" "2011" 10 6 6 0 0 1 0.36 0.3788 0.71 0 1
"2573" 7 "2011-04-22" "2011" 4 5 2 0 1 1 0.36 0.3333 0.53 0.2985 2
"4316" 177 "2011-07-03" "2011" 7 0 17 0 0 3 0.8 0.7424 0.49 0.8507 181
"7848" 132 "2011-11-28" "2011" 11 1 15 0 1 1 0.58 0.5455 0.6 0.1642 18
"14691" 50 "2012-09-09" "2012" 9 0 7 0 0 1 0.54 0.5152 0.73 0.1642 20

